               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 140,              1.5718,             0.90288,              1.4927,             0.83925,             0.82172,             0.87659,             0.50878,                   0,                   0,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,              1.5722,             0.90803,              1.4934,             0.83057,             0.81941,             0.87128,             0.50652,                   0,                   0,                   0,            0.007228,            0.007228,            0.007228
                 142,              1.5632,             0.89231,               1.477,             0.83091,             0.81493,             0.86872,             0.50478,                   0,                   0,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,              1.5673,             0.90655,              1.4939,             0.84442,             0.81469,             0.87231,             0.50914,                   0,                   0,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,              1.5618,             0.88139,              1.4762,             0.83847,             0.81043,             0.87017,             0.50737,                   0,                   0,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,              1.5522,             0.88764,              1.4841,             0.84531,             0.80421,              0.8675,             0.50882,                   0,                   0,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,              1.5685,             0.90121,              1.4863,             0.83758,              0.8096,             0.86673,             0.50587,                   0,                   0,                   0,            0.007129,            0.007129,            0.007129
                 147,              1.5481,             0.90126,              1.4785,              0.8479,             0.80264,             0.86778,             0.50601,                   0,                   0,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,              1.5411,             0.88404,              1.4812,             0.82927,             0.81498,             0.86527,             0.50488,                   0,                   0,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,              1.5322,             0.87092,              1.4675,             0.84349,             0.81095,             0.87324,             0.50793,                   0,                   0,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,              1.5488,             0.89163,              1.4737,             0.84667,             0.80689,             0.87104,             0.50981,                   0,                   0,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,              1.5385,             0.87642,              1.4723,             0.84217,              0.8141,             0.87423,             0.50784,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                 152,              1.5355,             0.87688,              1.4718,             0.84832,             0.80585,             0.87451,             0.50777,                   0,                   0,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,              1.5398,             0.87577,              1.4678,             0.84906,             0.80182,             0.87197,              0.5104,                   0,                   0,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,              1.5513,             0.88508,                1.47,             0.83932,             0.80864,             0.86956,             0.50532,                   0,                   0,                   0,           0.0069706,           0.0069706,           0.0069706
