               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  96,              1.7082,               1.031,              1.5735,             0.82265,             0.78972,             0.85872,              0.4866,                   0,                   0,                   0,            0.009144,            0.009144,            0.009144
                  97,              1.6812,              1.0035,              1.5621,             0.83273,             0.79052,             0.86781,             0.50673,                   0,                   0,                   0,           0.0091265,           0.0091265,           0.0091265
                  98,              1.6761,              1.0071,              1.5476,             0.83838,             0.78758,             0.86083,             0.49636,                   0,                   0,                   0,           0.0091088,           0.0091088,           0.0091088
                  99,              1.6832,              1.0129,              1.5556,             0.83391,             0.80292,             0.86896,             0.50457,                   0,                   0,                   0,           0.0090909,           0.0090909,           0.0090909
                 100,              1.6774,              1.0123,              1.5635,              0.8248,             0.80358,             0.86536,             0.50076,                   0,                   0,                   0,           0.0090728,           0.0090728,           0.0090728
                 101,              1.7003,              1.0089,              1.5621,             0.82936,             0.78951,             0.86104,             0.49381,                   0,                   0,                   0,           0.0090546,           0.0090546,           0.0090546
                 102,              1.6904,              1.0152,              1.5562,              0.8261,             0.79737,             0.86431,              0.4986,                   0,                   0,                   0,           0.0090363,           0.0090363,           0.0090363
                 103,               1.695,              1.0154,              1.5585,              0.8239,             0.81761,             0.87466,             0.50706,                   0,                   0,                   0,           0.0090178,           0.0090178,           0.0090178
                 104,                1.69,              1.0121,              1.5583,             0.84048,             0.80485,             0.87166,             0.49904,                   0,                   0,                   0,           0.0089991,           0.0089991,           0.0089991
                 105,              1.6762,             0.99901,              1.5617,              0.8257,             0.80111,             0.86598,             0.50025,                   0,                   0,                   0,           0.0089803,           0.0089803,           0.0089803
                 106,              1.6671,              1.0049,              1.5557,             0.83645,             0.79437,             0.86841,             0.49669,                   0,                   0,                   0,           0.0089613,           0.0089613,           0.0089613
                 107,              1.6716,              1.0044,              1.5469,             0.84971,             0.79604,             0.87155,             0.50322,                   0,                   0,                   0,           0.0089421,           0.0089421,           0.0089421
                 108,              1.6709,             0.99947,              1.5487,             0.83693,             0.80317,             0.87016,             0.50367,                   0,                   0,                   0,           0.0089228,           0.0089228,           0.0089228
                 109,              1.6704,              1.0056,              1.5438,              0.8326,             0.80458,             0.86963,             0.50337,                   0,                   0,                   0,           0.0089034,           0.0089034,           0.0089034
                 110,              1.6399,             0.97648,              1.5355,             0.83087,             0.80747,             0.86849,             0.50277,                   0,                   0,                   0,           0.0088838,           0.0088838,           0.0088838
                 111,              1.6649,             0.99923,              1.5482,             0.83372,             0.80872,             0.87015,             0.49889,                   0,                   0,                   0,            0.008864,            0.008864,            0.008864
                 112,              1.6452,             0.98241,              1.5299,             0.82353,             0.81727,             0.86944,             0.50276,                   0,                   0,                   0,           0.0088441,           0.0088441,           0.0088441
                 113,              1.6375,             0.97504,              1.5228,             0.83083,             0.79541,             0.86747,             0.50493,                   0,                   0,                   0,           0.0088241,           0.0088241,           0.0088241
                 114,              1.6485,             0.97551,              1.5212,             0.83385,             0.80084,              0.8687,             0.50552,                   0,                   0,                   0,           0.0088039,           0.0088039,           0.0088039
                 115,              1.6426,             0.98113,              1.5331,             0.83355,             0.80778,             0.87166,              0.5047,                   0,                   0,                   0,           0.0087835,           0.0087835,           0.0087835
                 116,              1.6541,             0.97129,              1.5313,             0.83772,             0.79688,             0.86714,             0.50229,                   0,                   0,                   0,            0.008763,            0.008763,            0.008763
                 117,              1.6523,             0.96896,              1.5362,             0.83283,             0.79167,             0.86161,             0.49408,                   0,                   0,                   0,           0.0087424,           0.0087424,           0.0087424
                 118,              1.6432,             0.96789,              1.5355,             0.82249,             0.80007,             0.86326,             0.50028,                   0,                   0,                   0,           0.0087216,           0.0087216,           0.0087216
                 119,              1.6461,             0.97127,              1.5205,             0.82359,              0.8075,             0.86656,              0.5029,                   0,                   0,                   0,           0.0087007,           0.0087007,           0.0087007
                 120,              1.6391,             0.96591,              1.5369,             0.83264,             0.79987,              0.8647,             0.50247,                   0,                   0,                   0,           0.0086796,           0.0086796,           0.0086796
                 121,              1.6341,             0.97007,              1.5208,             0.84202,             0.80283,             0.87083,              0.5031,                   0,                   0,                   0,           0.0086584,           0.0086584,           0.0086584
                 122,               1.634,             0.95301,              1.5206,             0.82565,              0.8161,             0.86975,             0.50891,                   0,                   0,                   0,            0.008637,            0.008637,            0.008637
                 123,              1.6282,             0.95315,              1.5218,             0.83371,             0.80509,             0.86927,             0.50686,                   0,                   0,                   0,           0.0086155,           0.0086155,           0.0086155
                 124,              1.6281,             0.95527,              1.5152,             0.82252,             0.81091,             0.86618,             0.50268,                   0,                   0,                   0,           0.0085939,           0.0085939,           0.0085939
                 125,               1.621,             0.94687,              1.5175,             0.83673,             0.79743,             0.86551,              0.5006,                   0,                   0,                   0,           0.0085721,           0.0085721,           0.0085721
                 126,              1.6155,              0.9502,              1.5185,              0.8309,             0.80945,             0.86642,              0.5038,                   0,                   0,                   0,           0.0085502,           0.0085502,           0.0085502
                 127,              1.6192,             0.93996,              1.5154,             0.82586,             0.81498,             0.87013,             0.50712,                   0,                   0,                   0,           0.0085281,           0.0085281,           0.0085281
                 128,              1.6074,             0.94549,               1.509,             0.81829,              0.8248,             0.86999,             0.50749,                   0,                   0,                   0,           0.0085059,           0.0085059,           0.0085059
                 129,              1.6132,             0.93994,              1.5087,             0.81963,             0.81638,             0.86433,             0.50104,                   0,                   0,                   0,           0.0084836,           0.0084836,           0.0084836
                 130,              1.6181,             0.94788,              1.5187,             0.82783,             0.81127,             0.86822,             0.50461,                   0,                   0,                   0,           0.0084611,           0.0084611,           0.0084611
                 131,              1.6172,             0.94514,               1.514,             0.82796,              0.8099,             0.86788,             0.50703,                   0,                   0,                   0,           0.0084385,           0.0084385,           0.0084385
                 132,              1.6216,             0.95683,              1.5141,             0.82821,             0.81207,             0.86688,             0.50412,                   0,                   0,                   0,           0.0084158,           0.0084158,           0.0084158
                 133,              1.6142,             0.93498,              1.5028,             0.83448,             0.80927,             0.86293,             0.50016,                   0,                   0,                   0,           0.0083929,           0.0083929,           0.0083929
                 134,              1.6125,             0.93891,               1.513,             0.83804,             0.81325,             0.86798,             0.50088,                   0,                   0,                   0,           0.0083699,           0.0083699,           0.0083699
                 135,              1.5964,             0.93694,              1.5048,             0.83849,             0.81294,             0.86953,             0.50404,                   0,                   0,                   0,           0.0083468,           0.0083468,           0.0083468
                 136,              1.5953,             0.92715,              1.5047,             0.84418,             0.80256,             0.86768,             0.50316,                   0,                   0,                   0,           0.0083235,           0.0083235,           0.0083235
                 137,              1.5837,             0.92893,              1.4979,             0.83901,             0.80819,             0.86861,             0.50122,                   0,                   0,                   0,           0.0083001,           0.0083001,           0.0083001
                 138,              1.5908,             0.92517,              1.4971,             0.83953,             0.80303,              0.8692,             0.50544,                   0,                   0,                   0,           0.0082766,           0.0082766,           0.0082766
                 139,              1.5911,             0.92418,              1.5054,             0.83634,             0.80563,             0.86875,             0.50874,                   0,                   0,                   0,           0.0082529,           0.0082529,           0.0082529
                 140,              1.5801,             0.91571,              1.5019,             0.84482,             0.81021,             0.87347,             0.51097,                   0,                   0,                   0,           0.0082292,           0.0082292,           0.0082292
                 141,              1.5789,             0.92538,              1.4969,             0.83971,             0.80781,             0.87311,             0.51089,                   0,                   0,                   0,           0.0082052,           0.0082052,           0.0082052
                 142,              1.5797,             0.90676,               1.483,             0.83117,             0.80592,             0.86656,             0.50663,                   0,                   0,                   0,           0.0081812,           0.0081812,           0.0081812
                 143,              1.5862,             0.92032,              1.5048,             0.83404,             0.81378,             0.86804,             0.50876,                   0,                   0,                   0,           0.0081571,           0.0081571,           0.0081571
                 144,              1.5793,             0.90052,              1.4887,             0.83134,             0.80531,             0.86663,             0.50727,                   0,                   0,                   0,           0.0081328,           0.0081328,           0.0081328
                 145,              1.5661,             0.89904,              1.4891,             0.83413,             0.80934,             0.86881,             0.51076,                   0,                   0,                   0,           0.0081084,           0.0081084,           0.0081084
                 146,              1.5913,              0.9183,               1.494,             0.83259,             0.80522,             0.86512,             0.50549,                   0,                   0,                   0,           0.0080839,           0.0080839,           0.0080839
                 147,              1.5635,             0.90801,               1.484,             0.85312,             0.79936,             0.87125,             0.51067,                   0,                   0,                   0,           0.0080593,           0.0080593,           0.0080593
                 148,              1.5576,             0.90368,              1.4854,             0.83788,             0.81331,             0.87027,             0.50929,                   0,                   0,                   0,           0.0080345,           0.0080345,           0.0080345
                 149,              1.5496,             0.88578,              1.4786,              0.8393,             0.81191,             0.87121,             0.50736,                   0,                   0,                   0,           0.0080096,           0.0080096,           0.0080096
                 150,              1.5696,             0.90696,              1.4874,             0.82762,             0.80919,             0.86881,             0.50724,                   0,                   0,                   0,           0.0079846,           0.0079846,           0.0079846
                 151,              1.5579,             0.89189,              1.4819,             0.83591,             0.81115,             0.87244,             0.50831,                   0,                   0,                   0,           0.0079595,           0.0079595,           0.0079595
                 152,              1.5563,             0.89395,              1.4836,              0.8515,             0.80257,             0.87466,             0.50709,                   0,                   0,                   0,           0.0079343,           0.0079343,           0.0079343
                 153,               1.559,             0.89475,              1.4827,             0.83302,             0.81108,             0.87083,             0.50502,                   0,                   0,                   0,            0.007909,            0.007909,            0.007909
                 154,              1.5703,             0.89437,              1.4821,              0.8324,             0.80808,             0.87094,             0.50678,                   0,                   0,                   0,           0.0078835,           0.0078835,           0.0078835
                 155,              1.5624,             0.89037,              1.4729,             0.82371,             0.81432,             0.86961,             0.50651,                   0,                   0,                   0,            0.007858,            0.007858,            0.007858
                 156,              1.5386,             0.87436,              1.4587,             0.83473,             0.80722,             0.87121,             0.50734,                   0,                   0,                   0,           0.0078323,           0.0078323,           0.0078323
                 157,              1.5618,             0.89102,               1.468,             0.83106,              0.8074,             0.86862,             0.50931,                   0,                   0,                   0,           0.0078065,           0.0078065,           0.0078065
                 158,              1.5359,             0.87248,              1.4711,             0.83252,             0.80476,              0.8647,             0.50458,                   0,                   0,                   0,           0.0077806,           0.0077806,           0.0077806
                 159,              1.5524,             0.88536,              1.4663,             0.83257,             0.80924,             0.86911,             0.51111,                   0,                   0,                   0,           0.0077547,           0.0077547,           0.0077547
                 160,              1.5401,             0.88719,              1.4588,             0.83522,             0.80805,             0.87086,             0.50753,                   0,                   0,                   0,           0.0077286,           0.0077286,           0.0077286
                 161,               1.535,             0.87827,              1.4591,             0.83975,             0.80957,             0.87095,             0.50726,                   0,                   0,                   0,           0.0077023,           0.0077023,           0.0077023
                 162,              1.5667,             0.89411,              1.4786,             0.83867,             0.80561,             0.86841,             0.50689,                   0,                   0,                   0,            0.007676,            0.007676,            0.007676
                 163,              1.5195,             0.87114,              1.4582,             0.82604,             0.80931,             0.86703,             0.50825,                   0,                   0,                   0,           0.0076496,           0.0076496,           0.0076496
                 164,              1.5465,              0.8891,              1.4839,             0.83476,             0.81289,             0.87056,             0.50895,                   0,                   0,                   0,           0.0076231,           0.0076231,           0.0076231
                 165,              1.5318,             0.85955,              1.4642,             0.83442,             0.80376,             0.86681,             0.50877,                   0,                   0,                   0,           0.0075965,           0.0075965,           0.0075965
                 166,              1.5267,             0.86759,              1.4584,             0.83232,             0.80582,             0.86894,             0.51133,                   0,                   0,                   0,           0.0075698,           0.0075698,           0.0075698
                 167,              1.5337,             0.87315,              1.4652,             0.82647,             0.81094,             0.87116,             0.50764,                   0,                   0,                   0,           0.0075429,           0.0075429,           0.0075429
                 168,              1.5243,             0.87005,              1.4664,             0.83782,             0.80257,             0.86977,             0.50812,                   0,                   0,                   0,            0.007516,            0.007516,            0.007516
